,OrderNumber,OrderDate,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost,ProductIndex,Category,CustomerIndex,CustomerNames,Emails,HeadOfficeIndex,RegionIndex,City,Country
635,SO - 000736,41865,Wholesale,USD,NXH382,48,10,1728.6,17286.0,1158.162,11,toy & kids products,99,Flipbug Ltd,rford65@google.co.jp,13,48,Zaragoza,Spain
636,SO - 000737,41865,Wholesale,USD,GUT930,34,5,3718.5,18592.5,2677.32,14,musical instruments,129,Sanum-Kehl Group,pwells2x@zimbio.com,50,34,Salonika,Greece
637,SO - 000738,41865,Wholesale,USD,AXW291,12,11,180.9,1989.9,150.147,3,electronics,93,Meejo Corp,jreed7i@epa.gov,29,12,BEOGRAD (Belgrade),Serbia
638,SO - 000739,41865,Distributor,USD,AXW291,19,12,3939.6,47275.2,3269.868,12,garden & outdoor,28,Army Group,aellis34@tiny.cc,46,19,SOFIA,Bulgaria
639,SO - 000740,41865,Distributor,USD,AXW291,6,6,1869.3,11215.8,1196.352,10,accessories,80,Realbuzz Ltd,gandrews39@nifty.com,42,6,PARIS,France
640,SO - 000741,41865,Wholesale,USD,FLR025,65,9,864.3,7778.7,691.44,14,musical instruments,81,General Company,mjones2v@omniture.com,48,65,OSLO,Norway
641,SO - 000742,41865,Wholesale,USD,AXW291,19,6,1098.8,6592.8,835.088,13,beauty make-up,74,Dazzlesphe Corp,mpalmera6@census.gov,50,19,SOFIA,Bulgaria
642,SO - 000743,41865,Wholesale,USD,GUT930,41,7,3845.8,26920.6,2730.518,12,garden & outdoor,96,Thoughtmix Ltd,ssanchez5k@netvibes.com,43,41,Sevilla,Spain
643,SO - 000744,41865,Export,USD,AXW291,21,9,5246.1,47214.9,3882.114,12,garden & outdoor,60,BTA Corp,jpeters2z@wordpress.org,5,21,Donetsk,Ukraine
644,SO - 000745,41865,Export,USD,NXH382,57,6,763.8,4582.8,404.814,8,car & motorbike,149,Fred's Company,clawrence7v@slashdot.org,19,57,HELSINKI,Finland
645,SO - 000746,41866,Export,USD,AXW291,22,11,3819.0,42009.0,2673.3,12,garden & outdoor,58,Ozu Ltd,rburns9i@usda.gov,14,22,Napoli (Naples),Italy
646,SO - 000747,41866,Distributor,USD,NXH382,53,9,2425.4,21828.6,2013.082,9,health & personal care,144,Wordpedia Ltd,kmurray1y@go.com,12,53,VILNIUS,Lithuania
647,SO - 000748,41866,Wholesale,USD,AXW291,12,7,1319.9,9239.3,884.333,3,electronics,134,Quimm Company,rhenry7y@squarespace.com,45,12,BEOGRAD (Belgrade),Serbia
648,SO - 000749,41866,Distributor,USD,AXW291,20,5,1125.6,5628.0,529.032,5,sports & fitness,21,Viva Ltd,wyoungoo@ucla.edu,55,20,Dnepropetrovsk,Ukraine
649,SO - 000750,41866,Distributor,USD,AXW291,5,11,6318.1,69499.1,2590.421,8,car & motorbike,35,Aromaticos Company,jprice67@issuu.com,34,5,KIEV,Ukraine
650,SO - 000751,41866,Export,USD,GUT930,33,5,3242.8,16214.0,1459.26,14,musical instruments,82,Accudial Company,ngarza2s@illinois.edu,2,33,ATHINAI (Athens),Greece
651,SO - 000752,41866,Distributor,USD,AXW291,30,6,1936.3,11617.8,1142.417,13,beauty make-up,53,Kare Corp,pfreeman2d@edublogs.org,50,30,Marseille,France
652,SO - 000753,41866,Wholesale,USD,GUT930,40,8,3946.3,31570.4,3038.651,6,grocery & gourmet foods,56,Realpoint Corp,mgeorgecd@elegantthemes.com,11,40,Kryvy Rig,Ukraine
653,SO - 000754,41866,Wholesale,USD,AXW291,2,7,1078.7,7550.9,442.267,15,pet supplies,70,Cogidoo Company,mcarrolli3@foxnews.com,36,2,BERLIN,Germany
654,SO - 000755,41867,Wholesale,USD,AXW291,22,8,5587.8,44702.4,3967.338,8,car & motorbike,121,Tambee Company,hturnerw@answers.com,47,22,Napoli (Naples),Italy
655,SO - 000756,41867,Wholesale,USD,AXW291,9,12,3108.8,37305.6,1896.368,15,pet supplies,72,Wordware Company,tlopezn@bandcamp.com,15,9,Hamburg,Germany
656,SO - 000757,41867,Distributor,USD,AXW291,22,5,871.0,4355.0,661.96,7,men's & women's clothing,157,Flipstorm Group,jcarr8@oakley.com,51,22,Napoli (Naples),Italy
657,SO - 000758,41867,Distributor,USD,NXH382,51,12,1815.7,21788.4,1543.345,12,garden & outdoor,32,EMD Group,gramirez2k@xrea.com,54,51,Dortmund,Germany
658,SO - 000759,41867,Wholesale,USD,GUT930,42,10,984.9,9849.0,541.695,5,sports & fitness,7,Skidoo Company,cmiller1e@statcounter.com,41,42,Palermo,Italy
659,SO - 000760,41867,Distributor,USD,FLR025,64,11,3926.2,43188.2,1727.528,2,books,90,Aimbo Corp,criveramf@mysql.com,49,64,Mykolaiv,Ukraine
660,SO - 000761,41868,Wholesale,USD,NXH382,55,10,234.5,2345.0,126.63,14,musical instruments,74,Dazzlesphe Corp,mpalmera6@census.gov,50,55,Düsseldorf,Germany
661,SO - 000762,41868,Wholesale,USD,GUT930,37,7,2552.7,17868.9,1429.512,9,health & personal care,69,Vinte Group,randerson1k@mozilla.com,48,37,Valencia,Spain
662,SO - 000763,41868,Wholesale,USD,GUT930,41,5,857.6,4288.0,591.744,13,beauty make-up,53,Kare Corp,pfreeman2d@edublogs.org,50,41,Sevilla,Spain
663,SO - 000764,41868,Distributor,USD,AXW291,13,11,1065.3,11718.3,553.956,13,beauty make-up,51,Yombu Corp,dfox1t@reuters.com,13,13,WIEN (Vienna),Austria
664,SO - 000765,41868,Distributor,USD,FLR025,60,10,1976.5,19765.0,1581.2,12,garden & outdoor,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,60,Sheffield,UK
665,SO - 000766,41868,Distributor,USD,AXW291,22,12,3839.1,46069.2,2725.761,14,musical instruments,72,Wordware Company,tlopezn@bandcamp.com,15,22,Napoli (Naples),Italy
666,SO - 000767,41868,Wholesale,USD,GUT930,40,9,3899.4,35094.6,2807.568,1,home appliances,114,Terumo Corp,pmartinez3e@fc2.com,37,40,Kryvy Rig,Ukraine
667,SO - 000768,41868,Wholesale,USD,GUT930,40,8,180.9,1447.2,85.023,13,beauty make-up,55,American Corp,ecollinsd1@seesaa.net,52,40,Kryvy Rig,Ukraine
668,SO - 000769,41868,Wholesale,USD,NXH382,51,10,1226.1,12261.0,588.528,4,furniture,113,Talane Group,ajacobs49@ow.ly,64,51,Dortmund,Germany
669,SO - 000770,41868,Export,USD,NXH382,48,10,783.9,7839.0,313.56,5,sports & fitness,63,Pfizer Corp,cwillis4l@answers.com,26,48,Zaragoza,Spain
670,SO - 000771,41869,Distributor,USD,GUT930,46,5,978.2,4891.0,489.1,1,home appliances,3,Ascend Ltd,wwilliamson1g@about.me,28,46,Wroclaw (Breslau),Poland
671,SO - 000772,41869,Wholesale,USD,NXH382,51,10,3169.1,31691.0,1616.241,14,musical instruments,143,Mita Corp,rfoxlk@slideshare.net,2,51,Dortmund,Germany
672,SO - 000773,41869,Distributor,USD,AXW291,18,12,3055.2,36662.4,1497.048,15,pet supplies,99,Flipbug Ltd,rford65@google.co.jp,13,18,PRAHA (Prague),Czech Republic
673,SO - 000774,41869,Wholesale,USD,GUT930,37,12,2606.3,31275.6,1563.78,4,furniture,98,Natures Group,dbishopcy@nasa.gov,7,37,Valencia,Spain
674,SO - 000775,41869,Export,USD,GUT930,34,8,1045.2,8361.6,794.352,9,health & personal care,133,Mydo Corp,rramoshq@jugem.jp,54,34,Salonika,Greece
675,SO - 000776,41869,Distributor,USD,GUT930,38,7,1909.5,13366.5,1069.32,6,grocery & gourmet foods,142,Skippad Ltd,jchavezik@aboutads.info,27,38,AMSTERDAM,Netherlands
676,SO - 000777,41869,Wholesale,USD,AXW291,19,10,984.9,9849.0,689.43,4,furniture,30,Shuffledri Group,vlittle3@wordpress.com,28,19,SOFIA,Bulgaria
677,SO - 000778,41869,Export,USD,AXW291,28,5,1165.8,5829.0,944.298,4,furniture,41,Pixoboo Corp,gpalmer43@hexun.com,25,28,Zaporozhye,Ukraine
678,SO - 000779,41869,Export,USD,AXW291,24,8,1748.7,13989.6,944.298,2,books,92,Yodoo Ltd,fscottii@fotki.com,24,24,Odessa,Ukraine
679,SO - 000780,41869,Export,USD,FLR025,65,5,3819.0,19095.0,2024.07,10,accessories,70,Cogidoo Company,mcarrolli3@foxnews.com,36,65,OSLO,Norway
680,SO - 000781,41869,Wholesale,USD,GUT930,35,11,1145.7,12602.7,744.705,9,health & personal care,168,Podcat Corp,wgreenks@ocn.ne.jp,35,35,STOCKHOLM,Sweden
681,SO - 000782,41869,Wholesale,USD,GUT930,39,10,3644.8,36448.0,1968.192,13,beauty make-up,79,Blogspan Ltd,ghuntf5@gravatar.com,6,39,Leeds,UK
682,SO - 000783,41869,Wholesale,USD,AXW291,31,11,3865.9,42524.9,3092.72,2,books,73,Deseret Group,grobinson3g@sun.com,31,31,RIGA,Latvia
683,SO - 000784,41869,Export,USD,AXW291,3,11,194.3,2137.3,110.751,4,furniture,64,Fatz Group,fedwards4w@latimes.com,31,3,MADRID,Spain
684,SO - 000785,41870,Wholesale,USD,AXW291,25,8,3363.4,26907.2,1681.7,10,accessories,70,Cogidoo Company,mcarrolli3@foxnews.com,36,25,Köln (Cologne),Germany
685,SO - 000786,41870,Wholesale,USD,AXW291,10,11,3008.3,33091.3,2406.64,7,men's & women's clothing,59,Gabvine Ltd,aturner9s@webs.com,64,10,MINSK,Belarus
686,SO - 000787,41870,Export,USD,GUT930,44,5,3055.2,15276.0,2230.296,5,sports & fitness,62,Topiczoom Corp,tgordondk@diigo.com,53,44,Genova,Italy
687,SO - 000788,41870,Wholesale,USD,AXW291,11,11,1031.8,11349.8,629.398,13,beauty make-up,173,H Ltd,pgonzales7y@youku.com,12,11,WARSZAWA (Warsaw),Poland
688,SO - 000789,41870,Wholesale,USD,AXW291,14,9,3939.6,35456.4,2127.384,5,sports & fitness,83,sanofi-ave Group,pday6g@plala.or.jp,29,14,Kharkov,Ukraine
689,SO - 000790,41870,Distributor,USD,AXW291,25,12,3886.0,46632.0,2720.2,15,pet supplies,94,Browsetype Corp,fbutlerco@1und1.de,63,25,Köln (Cologne),Germany
690,SO - 000791,41870,Export,USD,AXW291,7,5,3108.8,15544.0,1896.368,6,grocery & gourmet foods,130,Jayo Company,mreyes1q@umn.edu,53,7,BUCURESTI (Bucharest),Romania
691,SO - 000792,41870,Distributor,USD,GUT930,41,9,1011.7,9105.3,505.85,12,garden & outdoor,22,SAFEWAY Ltd,rclark1m@oracle.com,45,41,Sevilla,Spain
692,SO - 000793,41870,Wholesale,USD,NXH382,47,7,2552.7,17868.9,1327.404,13,beauty make-up,73,Deseret Group,grobinson3g@sun.com,31,47,Glasgow,UK
693,SO - 000794,41870,Distributor,USD,AXW291,30,6,1675.0,10050.0,954.75,10,accessories,157,Flipstorm Group,jcarr8@oakley.com,51,30,Marseille,France
694,SO - 000795,41871,Wholesale,USD,AXW291,28,7,1139.0,7973.0,831.47,6,grocery & gourmet foods,61,Eidel Corp,jrogersda@dion.ne.jp,5,28,Zaporozhye,Ukraine
695,SO - 000796,41871,Distributor,USD,AXW291,23,5,6338.2,31691.0,3802.92,9,health & personal care,95,Realbridge Corp,sross1f@xrea.com,9,23,Birmingham,UK
696,SO - 000797,41871,Wholesale,USD,NXH382,47,5,2231.1,11155.5,1874.124,10,accessories,131,Rooxo Company,jgriffine@latimes.com,22,47,Glasgow,UK
697,SO - 000798,41871,Wholesale,USD,AXW291,15,10,2311.5,23115.0,1525.59,9,health & personal care,74,Dazzlesphe Corp,mpalmera6@census.gov,50,15,Barcelona,Spain
698,SO - 000799,41871,Wholesale,USD,AXW291,3,11,3832.4,42156.4,2835.976,1,home appliances,76,NARS Group,bhamilton70@multiply.com,27,3,MADRID,Spain
699,SO - 000800,41871,Wholesale,USD,NXH382,59,6,1005.0,6030.0,793.95,13,beauty make-up,85,Lazzy Group,ewright29@theatlantic.com,19,59,Bremen,Germany
700,SO - 000801,41871,Wholesale,USD,AXW291,3,5,1065.3,5326.5,671.139,1,home appliances,92,Yodoo Ltd,fscottii@fotki.com,24,3,MADRID,Spain
701,SO - 000802,41871,Wholesale,USD,AXW291,31,12,1889.4,22672.8,1454.838,3,electronics,89,Internatio Company,bbutler13@addtoany.com,28,31,RIGA,Latvia
702,SO - 000803,41872,Distributor,USD,NXH382,49,9,167.5,1507.5,108.875,5,sports & fitness,31,Golden Corp,kmoreno34@ca.gov,36,49,Essen,Germany
703,SO - 000804,41872,Distributor,USD,NXH382,50,7,6030.0,42210.0,2472.3,7,men's & women's clothing,92,Yodoo Ltd,fscottii@fotki.com,24,50,Rotterdam,Netherlands
704,SO - 000805,41872,Export,USD,NXH382,55,6,837.5,5025.0,527.625,7,men's & women's clothing,153,WOONSOCKET Corp,ejordan2g@nba.com,13,55,Düsseldorf,Germany
705,SO - 000806,41872,Wholesale,USD,AXW291,14,10,1782.2,17822.0,1051.498,13,beauty make-up,62,Topiczoom Corp,tgordondk@diigo.com,53,14,Kharkov,Ukraine
706,SO - 000807,41872,Wholesale,USD,GUT930,31,7,998.3,6988.1,439.252,1,home appliances,48,Rochester Group,ksmith4t@blinklist.com,24,31,RIGA,Latvia
707,SO - 000808,41872,Wholesale,USD,NXH382,58,10,3999.9,39999.0,2679.933,14,musical instruments,107,NCS Group,nandersonqk@blogspot.com,26,58,Málaga,Spain
708,SO - 000809,41873,Distributor,USD,NXH382,55,8,1896.1,15168.8,1118.699,4,furniture,127,Topco Company,phenry4a@samsung.com,4,55,Düsseldorf,Germany
709,SO - 000810,41873,Wholesale,USD,AXW291,28,12,1038.5,12462.0,477.71,1,home appliances,119,Livepath Corp,tdavis1v@state.gov,5,28,Zaporozhye,Ukraine
710,SO - 000811,41873,Distributor,USD,AXW291,31,11,3839.1,42230.1,3071.28,12,garden & outdoor,149,Fred's Company,clawrence7v@slashdot.org,19,31,RIGA,Latvia
711,SO - 000812,41873,Wholesale,USD,AXW291,24,10,743.7,7437.0,535.464,1,home appliances,74,Dazzlesphe Corp,mpalmera6@census.gov,50,24,Odessa,Ukraine
712,SO - 000813,41873,Wholesale,USD,AXW291,17,8,2445.5,19564.0,1100.475,3,electronics,154,GOOD Ltd,dhanson5@com.com,60,17,München (Munich),Germany
713,SO - 000814,41873,Wholesale,USD,NXH382,54,11,2613.0,28743.0,1463.28,11,toy & kids products,123,Muxo Group,hday5g@webnode.com,11,54,Poznan,Poland
714,SO - 000815,41873,Distributor,USD,GUT930,36,11,187.6,2063.6,127.568,4,furniture,107,NCS Group,nandersonqk@blogspot.com,26,36,Kraków,Poland
715,SO - 000816,41873,Wholesale,USD,GUT930,36,11,5494.0,60434.0,3845.8,13,beauty make-up,164,Divanoodle Ltd,cgarrettkj@ted.com,26,36,Kraków,Poland
716,SO - 000817,41873,Distributor,USD,GUT930,42,9,5782.1,52038.9,4625.68,4,furniture,39,Kazu Corp,jwoodo@mit.edu,45,42,Palermo,Italy
717,SO - 000818,41873,Distributor,USD,AXW291,6,8,3872.6,30980.8,2052.478,4,furniture,52,Avamba Company,abradleyag@patch.com,46,6,PARIS,France
718,SO - 000819,41874,Export,USD,NXH382,47,9,6445.4,58008.6,3544.97,8,car & motorbike,36,Trunyx Ltd,bwest3r@barnesandnoble.com,16,47,Glasgow,UK
719,SO - 000820,41874,Distributor,USD,AXW291,18,7,227.8,1594.6,93.398,10,accessories,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,18,PRAHA (Prague),Czech Republic
720,SO - 000821,41874,Distributor,USD,AXW291,4,9,247.9,2231.1,151.219,10,accessories,47,Gigabox Group,jjohnston3t@homestead.com,39,4,ROMA,Italy
721,SO - 000822,41874,Distributor,USD,AXW291,19,5,1031.8,5159.0,763.532,2,books,86,Voolith Ltd,ddayqi@amazon.co.jp,66,19,SOFIA,Bulgaria
722,SO - 000823,41874,Distributor,USD,FLR025,64,11,2237.8,24615.8,1499.326,15,pet supplies,156,Actavis Company,jkimw@netscape.com,22,64,Mykolaiv,Ukraine
723,SO - 000824,41874,Wholesale,USD,AXW291,22,11,1179.2,12971.2,825.44,6,grocery & gourmet foods,115,Dynazzy Company,ahansoni9@acquirethisname.com,61,22,Napoli (Naples),Italy
724,SO - 000825,41874,Distributor,USD,GUT930,43,12,2378.5,28542.0,1546.025,6,grocery & gourmet foods,160,Browsebug Company,jmedina4n@tumblr.com,16,43,KISHINEV,Moldova
725,SO - 000826,41874,Export,USD,AXW291,24,12,1025.1,12301.2,768.825,1,home appliances,25,Zoonoodle Ltd,jphillipsj2@imgur.com,23,24,Odessa,Ukraine
726,SO - 000827,41874,Export,USD,AXW291,25,5,1802.3,9011.5,720.92,14,musical instruments,70,Cogidoo Company,mcarrolli3@foxnews.com,36,25,Köln (Cologne),Germany
727,SO - 000828,41874,Wholesale,USD,AXW291,22,5,1916.2,9581.0,1015.586,8,car & motorbike,1,Geiss Company,lharrison3v@eepurl.com,6,22,Napoli (Naples),Italy
728,SO - 000829,41875,Distributor,USD,AXW291,15,8,3021.7,24173.6,1661.935,7,men's & women's clothing,83,sanofi-ave Group,pday6g@plala.or.jp,29,15,Barcelona,Spain
729,SO - 000830,41875,Wholesale,USD,AXW291,15,6,2251.2,13507.2,1710.912,14,musical instruments,156,Actavis Company,jkimw@netscape.com,22,15,Barcelona,Spain
730,SO - 000831,41875,Wholesale,USD,AXW291,28,8,2619.7,20957.6,1074.077,4,furniture,20,Tagfeed Ltd,srichardson8l@ucla.edu,56,28,Zaporozhye,Ukraine
731,SO - 000832,41875,Wholesale,USD,GUT930,41,10,2010.0,20100.0,884.4,9,health & personal care,42,Colgate-Pa Group,dmorrisf1@google.pl,20,41,Sevilla,Spain
732,SO - 000833,41875,Wholesale,USD,AXW291,16,11,1145.7,12602.7,687.42,1,home appliances,161,Aveda Group,swilson46@freewebs.com,58,16,Milano (Milan),Italy
733,SO - 000834,41875,Wholesale,USD,GUT930,46,6,3618.0,21708.0,1447.2,13,beauty make-up,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,46,Wroclaw (Breslau),Poland
734,SO - 000835,41875,Wholesale,USD,GUT930,39,9,3551.0,31959.0,2982.84,8,car & motorbike,73,Deseret Group,grobinson3g@sun.com,31,39,Leeds,UK
735,SO - 000836,41875,Distributor,USD,GUT930,40,5,944.7,4723.5,736.866,9,health & personal care,42,Colgate-Pa Group,dmorrisf1@google.pl,20,40,Kryvy Rig,Ukraine
736,SO - 000837,41875,Export,USD,AXW291,6,9,174.2,1567.8,74.906,6,grocery & gourmet foods,72,Wordware Company,tlopezn@bandcamp.com,15,6,PARIS,France
737,SO - 000838,41875,Distributor,USD,AXW291,3,8,1809.0,14472.0,1465.29,3,electronics,122,Brightdog Corp,esimpson44@canalblog.com,33,3,MADRID,Spain
738,SO - 000839,41876,Wholesale,USD,AXW291,11,5,3993.2,19966.0,1876.804,11,toy & kids products,65,CARDINAL Group,emarshall1o@multiply.com,8,11,WARSZAWA (Warsaw),Poland
739,SO - 000840,41876,Wholesale,USD,AXW291,17,6,1005.0,6030.0,793.95,4,furniture,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,17,München (Munich),Germany
740,SO - 000841,41876,Wholesale,USD,AXW291,27,6,3819.0,22914.0,2176.83,4,furniture,9,Walgreen Corp,aparker1l@pcworld.com,10,27,ZAGREB,Croatia
741,SO - 000842,41876,Wholesale,USD,GUT930,39,12,2251.2,27014.4,968.016,5,sports & fitness,13,Nexus Group,rsanders1e@latimes.com,9,39,Leeds,UK
742,SO - 000843,41876,Wholesale,USD,AXW291,19,10,964.8,9648.0,665.712,7,men's & women's clothing,102,Linkbuzz Ltd,bsimsla@icio.us,64,19,SOFIA,Bulgaria
743,SO - 000844,41876,Wholesale,USD,NXH382,56,11,1018.4,11202.4,733.248,12,garden & outdoor,86,Voolith Ltd,ddayqi@amazon.co.jp,66,56,LISBOA (Lisbon),Portugal
744,SO - 000845,41877,Export,USD,NXH382,60,8,261.3,2090.4,117.585,2,books,160,Browsebug Company,jmedina4n@tumblr.com,16,60,Sheffield,UK
745,SO - 000846,41877,Wholesale,USD,GUT930,35,7,2887.7,20213.9,1530.481,7,men's & women's clothing,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,35,STOCKHOLM,Sweden
746,SO - 000847,41877,Distributor,USD,AXW291,26,9,1098.8,9889.2,857.064,13,beauty make-up,60,BTA Corp,jpeters2z@wordpress.org,5,26,Torino (Turin),Italy
747,SO - 000848,41877,Wholesale,USD,AXW291,1,9,2217.7,19959.3,1596.744,9,health & personal care,28,Army Group,aellis34@tiny.cc,46,1,LONDON,UK
748,SO - 000849,41877,Wholesale,USD,AXW291,17,8,254.6,2036.8,165.49,12,garden & outdoor,56,Realpoint Corp,mgeorgecd@elegantthemes.com,11,17,München (Munich),Germany
749,SO - 000850,41877,Distributor,USD,AXW291,11,12,2432.1,29185.2,2018.643,5,sports & fitness,119,Livepath Corp,tdavis1v@state.gov,5,11,WARSZAWA (Warsaw),Poland
750,SO - 000851,41877,Wholesale,USD,GUT930,43,12,2499.1,29989.2,1624.415,2,books,6,Family Corp,ajacobs2g@seattletimes.com,61,43,KISHINEV,Moldova
751,SO - 000852,41877,Wholesale,USD,FLR025,65,6,3564.4,21386.4,1497.048,10,accessories,146,Vimbo Company,srice31@exblog.jp,34,65,OSLO,Norway
752,SO - 000853,41877,Wholesale,USD,AXW291,21,7,2532.6,17728.2,1595.538,8,car & motorbike,53,Kare Corp,pfreeman2d@edublogs.org,50,21,Donetsk,Ukraine
753,SO - 000854,41878,Wholesale,USD,AXW291,16,6,1768.8,10612.8,1043.592,11,toy & kids products,167,Nlounge Ltd,fromero4g@behance.net,62,16,Milano (Milan),Italy
754,SO - 000855,41878,Distributor,USD,NXH382,58,7,2445.5,17118.5,1222.75,6,grocery & gourmet foods,133,Mydo Corp,rramoshq@jugem.jp,54,58,Málaga,Spain
755,SO - 000856,41878,Wholesale,USD,AXW291,9,10,5855.8,58558.0,4567.524,10,accessories,46,Chatterpoi Corp,brice3h@linkedin.com,15,9,Hamburg,Germany
756,SO - 000857,41878,Wholesale,USD,GUT930,38,8,3979.8,31838.4,3223.638,3,electronics,78,US Ltd,astone14@shareasale.com,50,38,AMSTERDAM,Netherlands
757,SO - 000858,41878,Distributor,USD,GUT930,41,6,964.8,5788.8,443.808,14,musical instruments,94,Browsetype Corp,fbutlerco@1und1.de,63,41,Sevilla,Spain
758,SO - 000859,41879,Wholesale,USD,GUT930,41,7,247.9,1735.3,158.656,6,grocery & gourmet foods,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,41,Sevilla,Spain
759,SO - 000860,41879,Distributor,USD,GUT930,46,10,3189.2,31892.0,2264.332,13,beauty make-up,60,BTA Corp,jpeters2z@wordpress.org,5,46,Wroclaw (Breslau),Poland
760,SO - 000861,41879,Wholesale,USD,NXH382,57,7,5339.9,37379.3,2830.147,3,electronics,146,Vimbo Company,srice31@exblog.jp,34,57,HELSINKI,Finland
761,SO - 000862,41879,Wholesale,USD,AXW291,7,11,1139.0,12529.0,717.57,8,car & motorbike,125,Zooveo Company,jevans0@guardian.co.uk,22,7,BUCURESTI (Bucharest),Romania
762,SO - 000863,41879,Distributor,USD,AXW291,27,7,207.7,1453.9,91.388,1,home appliances,168,Podcat Corp,wgreenks@ocn.ne.jp,35,27,ZAGREB,Croatia
763,SO - 000864,41879,Export,USD,NXH382,55,6,2345.0,14070.0,1242.85,12,garden & outdoor,127,Topco Company,phenry4a@samsung.com,4,55,Düsseldorf,Germany
764,SO - 000865,41879,Wholesale,USD,AXW291,18,11,2432.1,26753.1,1824.075,13,beauty make-up,62,Topiczoom Corp,tgordondk@diigo.com,53,18,PRAHA (Prague),Czech Republic
765,SO - 000866,41879,Distributor,USD,GUT930,45,12,1112.2,13346.4,578.344,5,sports & fitness,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,45,Frankfurt am Main,Germany
766,SO - 000867,41879,Distributor,USD,AXW291,27,12,1098.8,13185.6,670.268,7,men's & women's clothing,92,Yodoo Ltd,fscottii@fotki.com,24,27,ZAGREB,Croatia
767,SO - 000868,41879,Wholesale,USD,NXH382,56,10,1159.1,11591.0,741.824,8,car & motorbike,108,Vitz Company,pmorales92@naver.com,27,56,LISBOA (Lisbon),Portugal
768,SO - 000869,41879,Wholesale,USD,AXW291,29,6,2666.6,15999.6,1253.302,1,home appliances,37,Mycone Ltd,jcruz2p@php.net,41,29,Lódz,Poland
769,SO - 000870,41879,Wholesale,USD,NXH382,56,7,2834.1,19838.7,1190.322,10,accessories,88,Twitterbri Ltd,lburkefb@epa.gov,46,56,LISBOA (Lisbon),Portugal
770,SO - 000871,41879,Wholesale,USD,AXW291,15,8,3953.0,31624.0,2450.86,15,pet supplies,59,Gabvine Ltd,aturner9s@webs.com,64,15,Barcelona,Spain
771,SO - 000872,41879,Distributor,USD,NXH382,49,6,1762.1,10572.6,1127.744,2,books,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,49,Essen,Germany
772,SO - 000873,41880,Export,USD,NXH382,60,11,2592.9,28521.9,1400.166,12,garden & outdoor,117,ALK-Abello Ltd,jwelch37@bigcartel.com,30,60,Sheffield,UK
773,SO - 000874,41880,Wholesale,USD,AXW291,15,12,2505.8,30069.6,1378.19,1,home appliances,145,Janyx Group,earnold59@epa.gov,11,15,Barcelona,Spain
774,SO - 000875,41880,Wholesale,USD,FLR025,65,5,194.3,971.5,137.953,15,pet supplies,86,Voolith Ltd,ddayqi@amazon.co.jp,66,65,OSLO,Norway
775,SO - 000876,41880,Wholesale,USD,FLR025,64,9,5822.3,52400.7,2852.927,15,pet supplies,46,Chatterpoi Corp,brice3h@linkedin.com,15,64,Mykolaiv,Ukraine
776,SO - 000877,41881,Distributor,USD,NXH382,58,12,1815.7,21788.4,1434.403,11,toy & kids products,17,Liberty Group,gperez2a@fda.gov,61,58,Málaga,Spain
777,SO - 000878,41881,Wholesale,USD,GUT930,35,9,3906.1,35154.9,2148.355,11,toy & kids products,145,Janyx Group,earnold59@epa.gov,11,35,STOCKHOLM,Sweden
778,SO - 000879,41881,Wholesale,USD,GUT930,43,11,3926.2,43188.2,1766.79,3,electronics,154,GOOD Ltd,dhanson5@com.com,60,43,KISHINEV,Moldova
779,SO - 000880,41881,Wholesale,USD,AXW291,31,9,6123.8,55114.2,4960.278,3,electronics,36,Trunyx Ltd,bwest3r@barnesandnoble.com,16,31,RIGA,Latvia
